Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Race,Value
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Unknown,333
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Unknown,31
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Unknown,29
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Unknown,127
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,Unknown,1146
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Unknown,184
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,PerCancer - Cervical,Unknown,38
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Uterine,Unknown,13
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Ovarian,Unknown,27
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Unknown,
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Unknown,24
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Unknown,13
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Breast,Unknown,329
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Unknown,33
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Lymphomas,Unknown,391
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Leukemias,Unknown,221
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Multiple myeloma,Unknown,55
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Unknown,74
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Head and Neck,Unknown,467
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Thyroid,Unknown,194
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Unknown,435
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Esophagus,Unknown,85
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Gastric,Unknown,45
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Colorectal,Unknown,587
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Anal,Unknown,12
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Unknown,182
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Pancreatic,Unknown,74
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Renal,Unknown,287
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Bladder,Unknown,312
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Prostate,Unknown,2471
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Testicular,Unknown,162
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Unknown,63
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Melanoma,Unknown,533
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Unknown,67
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Unknown,1104
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Unknown,5802
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Unknown,1093
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Unknown,535
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Unknown,2370
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Unknown,465
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Unknown,855
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Unknown,553
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Unknown,43
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Unknown,38
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Unknown,4563
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Unknown,9334
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Unknown,30953
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Unknown,12391
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Unknown,17275
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Unknown,29465
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Unknown,22117
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Unknown,4043
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Unknown,110
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Unknown,2820
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Unknown,301
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Unknown,499
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Unknown,57
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Unknown,2251
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Unknown,12189
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Unknown,351
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Unknown,1665
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Unknown,285
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Unknown,152
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,TBI,Unknown,1662
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Dementia,Unknown,631
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Unknown,2195
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Unknown,162
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Unknown,367
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Headache,Unknown,10154
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,Unknown,3047
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,Unknown,5251
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,Unknown,2615
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,Unknown,6156
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Unknown,8375
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",Unknown,24111
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,Unknown,14036
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,Unknown,469
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,Unknown,14616
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,Unknown,4329
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,Unknown,2666
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,Unknown,1045
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Unknown,911
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Unknown,11854
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Unknown,5814
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Unknown,85
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Unknown,39
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Unknown,1036
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Unknown,429
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Unknown,448
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Unknown,1520
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13",Race/Ethnicity by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Unknown,2274
