Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Age Group,Value
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Lymphomas,X85.,2334
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Leukemias,X85.,2534
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Multiple myeloma,X85.,682
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,X85.,126
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Head and Neck,X85.,2108
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Thyroid,X85.,327
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,X85.,3620
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Esophagus,X85.,418
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Gastric,X85.,432
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Colorectal,X85.,7403
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Anal,X85.,31
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,X85.,322
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Pancreatic,X85.,375
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Renal,X85.,1789
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bladder,X85.,7655
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Prostate,X85.,38419
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Testicular,X85.,59
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,X85.,311
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Melanoma,X85.,4356
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,X85.,361
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,X85.,6384
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,X85.,58571
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,X85.,6192
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,X85.,2577
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,X85.,9848
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,X85.,527
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,X85.,3145
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,X85.,435
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,X85.,1663
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,X85.,407
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,X85.,19017
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,X85.,7810
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,X85.,35939
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,X85.,16633
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,X85.,17940
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,X85.,42429
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,X85.,66488
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,X85.,10184
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,X85.,2447
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,X85.,7113
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,X85.,1261
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Amputation,X85.,2488
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,X85.,721
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",X85.,1443
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,X85.,23393
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,X85.,185
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,X85.,5099
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,X85.,8212
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,X85.,1225
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,TBI,X85.,2245
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Dementia,X85.,50700
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,X85.,23599
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,X85.,675
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,X85.,1369
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Headache,X85.,3959
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,X85.,14281
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,X85.,17327
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,X85.,2853
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,X85.,33405
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,X85.,4670
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",X85.,30114
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,X85.,10916
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,X85.,278
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,X85.,15059
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,X85.,3073
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,X85.,950
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,X85.,1332
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,X85.,3919
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,X85.,2335
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,X85.,557
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,X85.,40
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,X85.,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,X85.,336
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,X85.,279
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,X85.,236
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,X85.,31
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",X85.,1610
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,X85.,23511
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Refraction disorders,X85.,56335
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Glaucoma,X85.,47368
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Cataract,X85.,80714
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,X85.,88101
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Hearing problems,X85.,150323
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,X85.,34004
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Caries,X85.,9723
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,X85.,6524
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Loss of Teeth,X85.,6131
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Disorders - Other,X85.,11513
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),X85.,21633
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,X85.,9812
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin infection,X85.,8955
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Psoriasis,X85.,2500
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,X85.,69918
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Sleep apnea,X85.,8813
